"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2011","2011",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2014","2014",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2017","2017",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2018","2018",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2019","2019",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 6: East South Central","CENS-D6","2020","2020",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2000","2000",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2006","2006",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2007","2007",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2008","2008",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2011","2011",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2015","2015",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2016","2016",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2017","2017",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2018","2018",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 7: West South Central","CENS-D7","2020","2020",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","1999","1999",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2000","2000",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2008","2008",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2009","2009",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2012","2012",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2013","2013",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2018","2018",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 8: Mountain","CENS-D8","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","1999","1999",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2003","2003",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2007","2007",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2008","2008",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2009","2009",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2013","2013",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2016","2016",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2018","2018",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90-94 years","90-94","Division 9: Pacific","CENS-D9","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2000","2000",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2002","2002",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2004","2004",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2010","2010",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2015","2015",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2018","2018",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2019","2019",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 1: New England","CENS-D1","2020","2020",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 2: Middle Atlantic","CENS-D2","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95-99 years","95-99","Division 2: Middle Atlantic","CENS-D2","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
